relpath,label,class
fgvc8_by_class/apple_scab/da93c213cecc30fc.jpg,0,apple_scab
fgvc8_by_class/apple_scab/c9e1a9f5d5d41702.jpg,0,apple_scab
fgvc8_by_class/apple_scab/d0a630d66786e51f.jpg,0,apple_scab
fgvc8_by_class/apple_scab/a380d784cbdd09ed.jpg,0,apple_scab
fgvc8_by_class/apple_scab/845d964d9f69b149.jpg,0,apple_scab
fgvc8_by_class/apple_scab/aded180ce7fd4418.jpg,0,apple_scab
fgvc8_by_class/apple_scab/e112d42b1fe2eab4.jpg,0,apple_scab
fgvc8_by_class/apple_scab/96806be4dfba20ad.jpg,0,apple_scab
fgvc8_by_class/apple_scab/85f16dde871c9a21.jpg,0,apple_scab
fgvc8_by_class/apple_scab/9f9300c3fcd9d740.jpg,0,apple_scab
fgvc8_by_class/apple_scab/a88117cbf978e82d.jpg,0,apple_scab
fgvc8_by_class/apple_scab/80b3a893ed3a2f3c.jpg,0,apple_scab
fgvc8_by_class/apple_scab/fde49181de95891a.jpg,0,apple_scab
fgvc8_by_class/apple_scab/c1b585dd9cb4b838.jpg,0,apple_scab
fgvc8_by_class/apple_scab/92d86add35aa8b19.jpg,0,apple_scab
fgvc8_by_class/apple_scab/d8e06ae3a507fe50.jpg,0,apple_scab
fgvc8_by_class/apple_scab/94a873d2895adda5.jpg,0,apple_scab
fgvc8_by_class/apple_scab/fef4d0928b8d6d04.jpg,0,apple_scab
fgvc8_by_class/apple_scab/83b32ea384bf9634.jpg,0,apple_scab
fgvc8_by_class/apple_scab/ca40775cfb40e175.jpg,0,apple_scab
fgvc8_by_class/apple_scab/d1da6378e5c3cc05.jpg,0,apple_scab
fgvc8_by_class/apple_scab/d4eccc89612723b7.jpg,0,apple_scab
fgvc8_by_class/apple_scab/802969daaddbbc8c.jpg,0,apple_scab
fgvc8_by_class/apple_scab/80bf683dd70c3fa0.jpg,0,apple_scab
fgvc8_by_class/apple_scab/fbd4c16a425fa8a8.jpg,0,apple_scab
fgvc8_by_class/apple_scab/80230a9a3f7a9f6b.jpg,0,apple_scab
fgvc8_by_class/apple_scab/c8841f4c7e7a31ba.jpg,0,apple_scab
fgvc8_by_class/apple_scab/d5d672928393f885.jpg,0,apple_scab
fgvc8_by_class/apple_scab/dee870b57ae22492.jpg,0,apple_scab
fgvc8_by_class/apple_scab/adc46dcf928ac259.jpg,0,apple_scab
fgvc8_by_class/apple_scab/e7857fea4a5480b8.jpg,0,apple_scab
fgvc8_by_class/apple_scab/f9c44e2d40b792b6.jpg,0,apple_scab
fgvc8_by_class/apple_scab/ddd8d0c20f073c73.jpg,0,apple_scab
fgvc8_by_class/apple_scab/9f003f02fffef000.jpg,0,apple_scab
fgvc8_by_class/apple_scab/a1d2956746e5e938.jpg,0,apple_scab
fgvc8_by_class/apple_scab/f4ccca47a4174f32.jpg,0,apple_scab
fgvc8_by_class/apple_scab/c0feb19f5595d204.jpg,0,apple_scab
fgvc8_by_class/apple_scab/9ebe7010caaabd07.jpg,0,apple_scab
fgvc8_by_class/apple_scab/df0492cfb4c2317c.jpg,0,apple_scab
